School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location
NYC DOE,Q811,Queens,Public School,98,No,0,0,0,98,Yes,01/31/2017,98,0,No,Yes,02/14/2017,http://schools.nyc.gov/schools/Q811,Q811,61-25 MARATHON PARKWAY,Queens,NY,11362,04/03/2019,04/03/2019,"(40.756481, -73.728412)","61-25 MARATHON PARKWAY
Queens, NY 11362
(40.75680941500008, -73.72944364999995)"
NYC DOE,Q152,Queens,Public School,115,No,0,0,0,115,Yes,01/31/2017,115,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/Q152,Q152,33-52 62 STREET,Queens,NY,11377,04/03/2019,04/03/2019,"(40.753094, -73.900584)","33-52 62 STREET
Queens, NY 11377
(40.75263661100007, -73.90006483199994)"
NYC DOE,R062,Richmond,Public School,133,No,0,0,0,133,Yes,12/21/2016,133,0,No,Yes,12/12/2017,http://schools.nyc.gov/schools/R062,R062,644 Bloomingdale Road,Staten Island,NY,10309,04/03/2019,04/03/2019,"(40.541563, -74.217934)","644 Bloomingdale Road
Staten Island, NY 10309
(40.54149230500008, -74.21790474099998)"
NYC DOE,Q193,Queens,Public School,65,No,0,0,0,65,Yes,01/27/2017,65,0,No,Yes,02/27/2017,http://schools.nyc.gov/schools/Q193,Q193,152-20 11 AVENUE,Queens,NY,11357,04/03/2019,04/03/2019,"(40.792053, -73.808987)","152-20 11 AVENUE
Queens, NY 11357
(40.79241035600006, -73.80946517599995)"
NYC DOE,Q156,Queens,Public School,84,No,0,0,0,84,Yes,01/24/2017,84,0,No,Yes,09/04/2018,http://schools.nyc.gov/schools/Q156,"Q156,Q289",229-02 137 AVENUE,Queens,NY,11413,04/03/2019,04/03/2019,"(40.672259, -73.743327)","229-02 137 AVENUE
Queens, NY 11413
(40.67294646800008, -73.74290092199993)"
REMSEN CENTRAL SCHOOL,REMSEN J S H S,Oneida,Public School,83,No,0,0,0,83,Yes,10/04/2016,57,26,Yes,Yes,12/13/2016,www.remsencsd.org,411701040002,9733 MAIN ST,REMSEN,NY,13438,11/09/2016,12/20/2016,"(43.149482, -75.361773)","9733 MAIN ST
REMSEN, NY 13438
(43.33236311200005, -75.18796018699999)"
ROCHESTER CITY SCHOOLS,SCHOOL 68 JOSEPH C WILSON MAGNET FOUNDATION ACADEMY,Monroe,Public School,90,No,47,0,0,43,Yes,12/19/2016,89,1,Yes,Yes,12/22/2016,rcsdk12.org,261600010068,200 GENESEE STREET,ROCHESTER,NY,14611,01/03/2017,01/03/2017,"(43.161748, -77.620143)","200 GENESEE STREET
ROCHESTER, NY 14611
(43.14651105000007, -77.63602238299995)"
NYC DOE,Q035,Queens,Public School,151,No,0,0,0,151,Yes,01/24/2017,151,0,No,Yes,12/07/2018,http://schools.nyc.gov/schools/Q035,"Q035,Q131",191-02 90 AVENUE,Queens,NY,11423,04/03/2019,04/03/2019,"(40.713438, -73.768894)","191-02 90 AVENUE
Queens, NY 11423
(40.71385959600008, -73.76912892299998)"
RHINEBECK CENTRAL SCHOOL,RHINEBECK SHS,Dutchess,Public School,101,No,0,0,0,101,Yes,02/10/2017,101,0,No,Yes,02/10/2017,www.rhinebeckcsd.org,131801040001,45 NORTH PARK RD,RHINEBECK,NY,12572,10/11/2018,10/11/2018,"(41.686216, -73.840468)","45 NORTH PARK RD
RHINEBECK, NY 12572
(41.92538951100005, -73.90116950799995)"
UNIONDALE UNION FREE SCHOOL,TURTLE HOOK MIDDLE SCHOOL,Nassau,Public School,21,No,21,0,0,0,Yes,11/19/2016,21,0,Yes,Yes,01/31/2017,http://district.uniondaleschools.org/district_resources,280202030009,975 JERUSALEM AVENUE,UNIONDALE,NY,11553,10/11/2018,10/11/2018,"(40.715749, -73.601185)","975 JERUSALEM AVENUE
UNIONDALE, NY 11553
(40.695898810000074, -73.58292549999999)"
ROME CITY SCHOOLS,STALEY UPPER ELEMENTARY,Oneida,Public School,68,No,0,0,0,68,Yes,09/28/2016,68,0,No,Yes,12/28/2016,www.romecsd.org,411800010002,620 EAST BLOOMFIELD ST,ROME,NY,13440,11/17/2016,10/31/2018,"(43.149482, -75.361773)","620 EAST BLOOMFIELD ST
ROME, NY 13440
(43.21168795600005, -75.44163415199995)"
PELHAM UNION FREE SCHOOL,PROSPECT HILL SCHOOL,Westchester,Public School,40,No,40,0,0,0,Yes,05/07/2016,40,0,Yes,Yes,11/14/2016,www.pelhamschools.org,661601030003,CLAY AND WASH AVES,PELHAM MANOR,NY,10803,12/02/2016,12/02/2016,"(41.039278, -73.805386)","CLAY AND WASH AVES
PELHAM MANOR, NY 10803
(40.88928440400008, -73.80802943799995)"
NYC DOE,Q175,Queens,Public School,109,No,0,0,0,109,Yes,02/04/2017,109,0,No,Yes,03/13/2018,http://schools.nyc.gov/schools/Q175,Q175,64-35 102 STREET,Queens,NY,11374,04/03/2019,04/03/2019,"(40.731016, -73.85221)","64-35 102 STREET
Queens, NY 11374
(40.73072966600006, -73.85301314999998)"
PLAINVIEW-OLD BETHPAGE CENT-SCH,PLAINVIEW-OLD BETHPAGE MID SCH,Nassau,Public School,36,No,35,0,0,1,Yes,02/03/2017,36,0,Yes,Yes,05/22/2017,www.pobschools.org,280504060014,121 CENTRAL PARK RD.,PLAINVIEW,NY,11803,10/12/2018,10/29/2018,"(40.715749, -73.601185)","121 CENTRAL PARK RD.
PLAINVIEW, NY 11803
(40.78205423900005, -73.47820182699996)"
NYC DOE,Q147,Queens,Public School,86,No,0,0,0,86,Yes,01/24/2017,86,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/Q147,"Q147,Q811",218-01 116 AVENUE,Queens,NY,11411,04/03/2019,04/03/2019,"(40.698028, -73.74014)","218-01 116 AVENUE
Queens, NY 11411
(40.69720478800008, -73.74055157699996)"
NYC DOE,Q204,Queens,Public School,125,No,0,0,0,125,Yes,01/31/2017,125,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/Q204,"Q204,Q258,Q277",36-41 28 STREET,Queens,NY,11106,04/03/2019,04/03/2019,"(40.756471, -73.932628)","36-41 28 STREET
Queens, NY 11106
(40.75705942600007, -73.93260996699996)"
OLEAN CITY SCHOOLS,OLEAN JHS,Cattaraugus,Public School,150,No,0,0,0,150,Yes,09/26/2016,150,32,Yes,Yes,12/07/2016,oleanschools.org,042400010016,401 WAYNE ST,OLEAN,NY,14760,10/30/2018,12/07/2016,"(42.224267, -78.606673)","401 WAYNE ST
OLEAN, NY 14760
(42.08509279800006, -78.43373490199997)"
ROCHESTER CITY SCHOOLS,SCHOOL 43 THEODORE ROOSEVELT,Monroe,Public School,11,No,10,0,0,1,Yes,11/14/2016,11,0,Yes,Yes,11/16/2016,rcsdk12.org,261600010043,1305 LYELL AVE,ROCHESTER,NY,14606,01/03/2017,02/02/2017,"(43.161748, -77.620143)","1305 LYELL AVE
ROCHESTER, NY 14606
(43.16460848100007, -77.66054099999997)"
SCHENECTADY CITY SCHOOLS,WASHINGTON IRVING EDUCATIONAL CENTER,Schenectady,Public School,22,No,0,0,0,22,Yes,10/17/2016,9,11,Yes,Yes,11/18/2016,www.schenectady.k12.ny.us,530600010125,422 MUMFORD STREET,SCHENECTADY,NY,12307,02/26/2017,02/26/2017,"(42.809233, -73.946838)","422 MUMFORD STREET
SCHENECTADY, NY 12307
(42.80672763800004, -73.94201510099998)"
PINE VALLEY CENT SCHOOL DISTRICT-(S DAYTON),PINE VALLEY ES,Chautauqua,Public School,32,No,0,0,0,32,Yes,09/24/2016,31,1,Yes,Yes,10/18/2016,www.pval.org,060601040002,7755 RT 83,SOUTH DAYTON,NY,14138,11/10/2016,12/12/2016,"(42.246904, -79.315313)","7755 RT 83
SOUTH DAYTON, NY 14138
(42.336040506000074, -79.09027920199998)"
NYC DOE,Q096,Queens,Public School,41,No,0,0,0,41,Yes,01/24/2017,41,0,No,Yes,01/27/2017,http://schools.nyc.gov/schools/Q096,Q096,130-01 ROCKAWAY BOULEVARD,Queens,NY,11420,04/03/2019,04/03/2019,"(40.675369, -73.808128)","130-01 ROCKAWAY BOULEVARD
Queens, NY 11420
(40.67494441700006, -73.80788708399996)"
NYC DOE,Q277,Queens,Public School,142,No,0,0,0,142,Yes,01/24/2017,142,0,No,Yes,04/28/2018,http://schools.nyc.gov/schools/Q182,"Q182,Q009",153-27 88TH AVENUE,Queens,NY,11432,04/03/2019,04/03/2019,"(40.70675, -73.803183)","153-27 88TH AVENUE
Queens, NY 11432
(40.70646693500004, -73.80355403299995)"
ROOSEVELT UNION FREE SCHOOL,CENTENNIAL AVENUE SCHOOL,Nassau,Public School,41,No,0,0,0,42,Yes,10/28/2016,41,0,Yes,No,,http://rooseveltufsd.schoolwires.net,280208030002,CENTENNIAL AVE,ROOSEVELT,NY,11575,11/29/2018,11/29/2018,"(40.715749, -73.601185)","CENTENNIAL AVE
ROOSEVELT, NY 11575
(40.677555426000026, -73.58567386299995)"
RUSH HENRIETTA CENTRAL SCHOOL,EMMA E SHERMAN SCHOOL,Monroe,Public School,122,No,62,0,0,18,Yes,06/08/2017,122,0,No,Yes,06/08/2017,www.rhnet.org,261701060012,50 AUTHORS AVE,HENRIETTA,NY,14467,09/24/2018,09/24/2018,"(43.161748, -77.620143)","50 AUTHORS AVE
HENRIETTA, NY 14467
(43.056897226000046, -77.62399117299998)"
NYC DOE,Q470,Queens,Public School,138,No,0,0,0,138,Yes,02/11/2017,138,0,No,Yes,02/27/2017,http://schools.nyc.gov/schools/Q310,"Q310,Q325,Q328,Q350",167-01 GOTHIC DRIVE,Queens,NY,11432,04/03/2019,04/03/2019,"(40.714551, -73.798658)","167-01 GOTHIC DRIVE
Queens, NY 11432
(40.71339090400005, -73.79713769899996)"
ROCHESTER CITY SCHOOLS,SCHOOL  5 JOHN WILLIAMS,Monroe,Public School,80,No,44,0,0,45,Yes,11/14/2016,80,0,Yes,Yes,11/15/2016,rcsdk12.org,261600010005,1 EDGERTON PARK,ROCHESTER,NY,14608,01/03/2017,02/02/2017,"(43.161748, -77.620143)","1 EDGERTON PARK
ROCHESTER, NY 14608
(43.17030195500007, -77.63328911999997)"
NYC DOE,Q908,Queens,Public School,25,No,0,0,0,25,Yes,01/31/2017,25,0,No,Yes,02/08/2017,http://schools.nyc.gov/schools/Q143,Q143,98-07 38TH AVENUE,Queens,NY,11368,04/03/2019,04/03/2019,"(40.750254, -73.867826)","98-07 38TH AVENUE
Queens, NY 11368
(40.75035366900005, -73.86758094699996)"
QUEENSBURY UNION FREE SCHOOL,QUEENSBURY ELEM SCHOOL,Warren,Public School,101,No,0,0,0,101,Yes,09/16/2016,100,1,Yes,Yes,11/07/2016,http://www.queensburyschool.org/watertesting,630902030001,431 AVIATION RD,QUEENSBURY,NY,12804,11/04/2016,11/14/2016,"(43.403024, -73.716044)","431 AVIATION RD
QUEENSBURY, NY 12804
(43.32940846400004, -73.69034364399994)"
PORT CHESTER-RYE U F S,THOMAS A EDISON SCHOOL,Westchester,Public School,13,No,0,0,0,13,Yes,09/17/2016,13,0,Yes,Yes,11/09/2016,WWW.Portchesterschools.org,661904030006,RECTORY ST,PORT CHESTER,NY,10573,10/02/2018,10/02/2018,"(41.039278, -73.805386)","RECTORY ST
PORT CHESTER, NY 10573
(41.00848457200004, -73.65942598699996)"
PATCHOGUE-MEDFORD U F SCH,BAY AVENUE SCHOOL,Suffolk,Public School,12,No,11,0,0,1,Yes,03/29/2017,12,0,Yes,Yes,04/06/2017,www.pmschools.org,580224030003,114 BAY AVE,PATCHOGUE,NY,11772,10/12/2018,10/12/2018,"(40.820237, -73.119032)","114 BAY AVE
PATCHOGUE, NY 11772
(40.76105264900008, -73.00520729899995)"
POTSDAM CENTRAL SCHOOL,LAWRENCE AVENUE ELEM SCHOOL,Saint Lawrence,Public School,162,No,0,0,0,162,Yes,09/14/2016,161,1,Yes,Yes,11/16/2016,https://sites.google.com/a/potsdam.k12.ny.us/home/la,512902060002,29 LEROY ST,POTSDAM,NY,13676,10/17/2016,09/25/2018,"(44.689468, -75.242045)","29 LEROY ST
POTSDAM, NY 13676
(44.67381792200007, -74.98137235599995)"
NYC DOE,M965,New York,Public School,59,No,0,0,0,59,Yes,01/21/2017,59,0,No,Yes,02/01/2017,http://schools.nyc.gov/schools/M430,M430,549 AUDOBON AVENUE,Manhattan,NY,10040,04/03/2019,04/03/2019,"(40.856532, -73.92606)","549 AUDOBON AVENUE
Manhattan, NY 10040
(40.85595776500003, -73.92701405899999)"
ODESSA MONTOUR CENTRAL SCHOOL,ODESSA MONTOUR MIDDLE/HIGH SCHOOL,Schuyler,Public School,69,No,0,0,0,69,Yes,10/04/2016,69,0,Yes,Yes,01/03/2017,www.omschools.org,550101040003,COLLEGE AVE,ODESSA,NY,14865,12/13/2016,11/26/2018,"(42.38593, -76.872032)","COLLEGE AVE
ODESSA, NY 14865
(42.33476573300004, -76.79109502499995)"
NYC DOE,R600,Richmond,Public School,141,No,0,0,0,141,Yes,01/20/2017,141,0,No,Yes,02/03/2017,http://schools.nyc.gov/schools/R600,"R600,R721",290 ST MARKS PLACE,Staten Island,NY,10301,04/03/2019,04/03/2019,"(40.64282, -74.079263)","290 ST MARKS PLACE
Staten Island, NY 10301
(40.642960568000035, -74.07887764499998)"
NYC DOE,Q171,Queens,Public School,197,No,0,0,0,197,Yes,02/04/2017,197,0,No,Yes,10/22/2018,http://schools.nyc.gov/schools/Q171,Q171,14-14 29 AVENUE,Queens,NY,11102,04/03/2019,04/03/2019,"(40.770926, -73.929093)","14-14 29 AVENUE
Queens, NY 11102
(40.771222986000055, -73.92885981899997)"
NYC DOE,Q134,Queens,Public School,68,No,0,0,0,68,Yes,01/24/2017,68,0,No,Yes,10/15/2018,http://schools.nyc.gov/schools/Q134,"Q134,Q233",203-02 109 AVENUE,Queens,NY,11412,04/03/2019,04/03/2019,"(40.707535, -73.754747)","203-02 109 AVENUE
Queens, NY 11412
(40.70791985300008, -73.75531412199996)"
WELLSVILLE CENTRAL SCHOOL DISTRICT,WELLSVILLE ELEMENTARY SCHOOL,Allegany,Public School,187,No,0,0,0,187,Yes,10/22/2016,183,4,Yes,Yes,12/19/2016,www.wellsvilleschools.org,022601060005,98 SCHOOL ST,WELLSVILLE,NY,14895,12/06/2016,09/24/2018,"(42.226801, -78.020567)","98 SCHOOL ST
WELLSVILLE, NY 14895
(42.121064853000064, -77.92825389299998)"
NYC DOE,M338,New York,Public School,160,No,0,0,0,160,Yes,01/10/2017,160,0,No,Yes,11/21/2017,http://schools.nyc.gov/schools/M051,"M051,M094",525 WEST 44TH STREET,Manhattan,NY,10036,04/03/2019,04/03/2019,"(40.761487, -73.995825)","525 WEST 44TH STREET
Manhattan, NY 10036
(40.76151221400005, -73.99585753399998)"
NYC DOE,Q010,Queens,Public School,52,No,0,0,0,52,Yes,01/26/2017,52,0,No,Yes,02/27/2017,http://schools.nyc.gov/schools/Q010,Q010,45-11 31ST AVE,Queens,NY,11103,04/03/2019,04/03/2019,"(40.760122, -73.911962)","45-11 31ST AVE
Queens, NY 11103
(40.75926602200008, -73.91263013299994)"
NYC DOE,M918,New York,Public School,94,No,0,0,0,94,Yes,01/14/2017,94,0,No,Yes,10/12/2017,http://schools.nyc.gov/schools/M278,M278,421 W 219TH ST,Manhattan,NY,10034,04/03/2019,04/03/2019,"(40.871673, -73.912339)","421 W 219TH ST
Manhattan, NY 10034
(40.87143821400008, -73.91258036599999)"
PRATTSBURG CENTRAL SCHOOL,PRATTSBURG CENTRAL SCHOOL,Steuben,Public School,80,No,26,0,0,54,Yes,10/21/2016,80,0,Yes,Yes,01/03/2017,http://www.prattsburgh.wnyric.org/ourdistrict.cfm?subpage=1421945,572301040001,1 ACADEMY ST,PRATTSBURG,NY,14873,11/09/2016,11/19/2018,"(42.270053, -77.324618)","1 ACADEMY ST
PRATTSBURG, NY 14873
(42.52522178600003, -77.28997069799993)"
NYC DOE,R026,Richmond,Public School,33,No,0,0,0,33,Yes,12/22/2016,33,0,No,Yes,01/13/2017,http://schools.nyc.gov/schools/R026,R026,4108 VICTORY BOULEVARD,Staten Island,NY,10314,04/03/2019,04/03/2019,"(40.591546, -74.190093)","4108 VICTORY BOULEVARD
Staten Island, NY 10314
(40.59181778100003, -74.19043606799994)"
NYC DOE,R034,Richmond,Public School,89,No,0,0,0,89,Yes,12/23/2016,89,0,No,Yes,01/09/2017,http://schools.nyc.gov/schools/R034,"R034,R025",528 ACADEMY AVENUE,Staten Island,NY,10307,04/03/2019,04/03/2019,"(40.5083, -74.2434)","528 ACADEMY AVENUE
Staten Island, NY 10307
(40.50825297000006, -74.24348470199999)"
NYC DOE,Q254,Queens,Public School,164,No,0,0,0,164,Yes,01/25/2017,164,0,No,Yes,09/07/2018,http://schools.nyc.gov/schools/Q254,"Q254,Q075",84-40 101 STREET,Queens,NY,11418,04/03/2019,04/03/2019,"(40.6972, -73.847886)","84-40 101 STREET
Queens, NY 11418
(40.69749805600003, -73.84778974299996)"
NYC DOE,Q505,Queens,Public School,109,No,0,0,0,109,Yes,02/04/2017,109,0,No,Yes,02/22/2017,http://schools.nyc.gov/schools/Q505,Q505,160-05 HIGHLAND AVENUE,Queens,NY,11432,04/03/2019,04/03/2019,"(40.709461, -73.803001)","160-05 HIGHLAND AVENUE
Queens, NY 11432
(40.70897354500005, -73.80196883099995)"
PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL,MIDLAKES INTERMEDIATE SCHOOL,Ontario,Public School,109,No,77,0,0,52,Yes,09/16/2016,109,0,Yes,Yes,09/20/2016,www.midlakes.org,431301060003,1510 STATE ROUTE 488,CLIFTON SPRINGS,NY,14432,11/04/2016,11/04/2016,"(42.894571, -77.252045)","1510 STATE ROUTE 488
CLIFTON SPRINGS, NY 14432
(42.95718959000004, -77.09573059999997)"
NYC DOE,M466,New York,Public School,14,No,0,0,0,14,Yes,01/21/2017,14,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/M463,"M462,M463,M467,M468",549 AUDUBON AVENUE,Manhattan,NY,10040,04/03/2019,04/03/2019,"(40.856532, -73.92606)","549 AUDUBON AVENUE
Manhattan, NY 10040
(40.85595776500003, -73.92701405899999)"
REMSENBURG SPEONK U F S,REMSENBURG-SPEONK ES,Suffolk,Public School,20,No,19,0,0,0,Yes,05/24/2016,19,1,Yes,Yes,05/23/2016,rsufsd.weebly.com,580901020001,MILL RD,REMSENBURG,NY,11960,10/17/2016,10/11/2016,"(40.820237, -73.119032)","MILL RD
REMSENBURG, NY 11960
(40.81333240500004, -72.69419945599998)"
NYC DOE,Q048,Queens,Public School,50,No,0,0,0,50,Yes,01/24/2017,50,0,No,Yes,06/06/2018,http://schools.nyc.gov/schools/Q048,Q075,155-02 108 AVENUE,Queens,NY,11433,04/03/2019,04/03/2019,"(40.693736, -73.796358)","155-02 108 AVENUE
Queens, NY 11433
(40.69423783600007, -73.79669027099999)"
NYC DOE,M528,New York,Public School,28,No,0,0,0,28,Yes,01/11/2017,28,0,No,Yes,01/24/2017,http://schools.nyc.gov/schools/M528,M528,180 WADSWORTH AVENUE,Manhattan,NY,10033,04/03/2019,04/03/2019,"(40.850683, -73.934676)","180 WADSWORTH AVENUE
Manhattan, NY 10033
(40.85060692300004, -73.93445657299998)"
NYC DOE,M387,New York,Public School,59,No,0,0,0,59,Yes,01/11/2017,59,0,No,Yes,04/17/2018,http://schools.nyc.gov/schools/M265,M265,701 FORT WASHINGTON AVENUE,Manhattan,NY,10040,04/03/2019,04/03/2019,"(40.85765, -73.935231)","701 FORT WASHINGTON AVENUE
Manhattan, NY 10040
(40.85774930800005, -73.93516490099995)"
PORT CHESTER-RYE U F S,KING STREET SCHOOL,Westchester,Public School,25,No,0,0,0,25,Yes,09/17/2016,25,0,Yes,Yes,11/09/2016,WWW.Portchschools.org,661904030004,KING ST,PORT CHESTER,NY,10573,10/02/2018,10/02/2018,"(41.039278, -73.805386)","KING ST
PORT CHESTER, NY 10573
(41.05557311000007, -73.69109740999994)"
ROCKVILLE CENTRE U F S,SOUTH SIDE MIDDLE SCHOOL,Nassau,Public School,18,No,18,0,0,0,Yes,06/24/2016,18,0,Yes,Yes,07/14/2016,www.rvcschools.org,280221030002,67 HILLSIDE AVE,ROCKVILLE CENTRE,NY,11570,11/10/2016,11/10/2016,"(40.715749, -73.601185)","67 HILLSIDE AVE
ROCKVILLE CENTRE, NY 11570
(40.661741875000075, -73.64333386499999)"
NYC DOE,R052,Richmond,Public School,123,No,0,0,0,123,Yes,01/18/2017,123,0,No,Yes,02/09/2018,http://schools.nyc.gov/schools/R052,R052,450 BUEL AVENUE,Staten Island,NY,10305,04/03/2019,04/03/2019,"(40.58255, -74.089012)","450 BUEL AVENUE
Staten Island, NY 10305
(40.58260127800003, -74.08828340499997)"
NYC DOE,M267,New York,Public School,104,No,0,0,0,104,Yes,01/04/2017,104,0,No,Yes,01/13/2017,http://schools.nyc.gov/schools/M267,M267,213 EAST 63RD STREET,Manhattan,NY,10065,04/03/2019,04/03/2019,"(40.763883, -73.963861)","213 EAST 63RD STREET
Manhattan, NY 10065
(40.76376221400005, -73.96399842499994)"
SACHEM CENT SCH AT HOLBROOK,LYNWOOD AVENUE SCHOOL,Suffolk,Public School,43,No,38,0,0,5,Yes,02/08/2017,43,0,Yes,Yes,06/01/2017,www.sachem.edu,580205060004,50 LYNWOOD AVE,FARMINGVILLE,NY,11738,10/11/2018,10/11/2018,"(40.820237, -73.119032)","50 LYNWOOD AVE
FARMINGVILLE, NY 11738
(40.83382213300007, -73.03126349999997)"
NYC DOE,R077,Richmond,Public School,42,No,0,0,0,42,Yes,12/22/2016,42,0,No,Yes,01/05/2017,http://schools.nyc.gov/schools/R066,R066,120 STUYVESANT PLACE,Staten Island,NY,10301,04/03/2019,04/03/2019,"(40.643, -74.076955)","120 STUYVESANT PLACE
Staten Island, NY 10301
(40.643227394000064, -74.07715443399997)"
ROCKVILLE CENTRE U F S,WATSON SCHOOL,Nassau,Public School,17,No,16,0,0,0,Yes,06/24/2016,16,1,Yes,Yes,07/14/2016,www.rvcschools.org,280221030003,277 N. CENTRE AVE,ROCKVILLE CENTRE,NY,11570,11/10/2016,10/02/2018,"(40.715749, -73.601185)","277 N. CENTRE AVE
ROCKVILLE CENTRE, NY 11570
(40.665974679000044, -73.64972752699998)"
NYC DOE,Q262,Queens,Public School,90,No,0,0,0,90,Yes,01/25/2017,90,0,No,Yes,11/05/2017,http://schools.nyc.gov/schools/Q262,Q306,95-16 89TH AVENUE,Queens,NY,11421,04/03/2019,04/03/2019,"(40.691482, -73.848577)","95-16 89TH AVENUE
Queens, NY 11421
(40.69181013000008, -73.84873191599996)"
NYC DOE,Q185,Queens,Public School,97,No,0,0,0,97,Yes,02/01/2017,97,0,No,Yes,03/03/2017,http://schools.nyc.gov/schools/Q185,Q185,147-26 25 DRIVE,Queens,NY,11354,04/03/2019,04/03/2019,"(40.774906, -73.818607)","147-26 25 DRIVE
Queens, NY 11354
(40.77518034000008, -73.81937243499993)"
NYC DOE,M187,New York,Public School,51,No,0,0,0,51,Yes,01/04/2017,51,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/M187,M187,349 CABRINI BOULEVARD,Manhattan,NY,10040,04/03/2019,04/03/2019,"(40.856239, -73.93684)","349 CABRINI BOULEVARD
Manhattan, NY 10040
(40.85618954300003, -73.93743377799996)"
NYC DOE,Q025,Queens,Public School,116,No,0,0,0,116,Yes,01/31/2017,116,0,No,Yes,07/31/2018,http://schools.nyc.gov/schools/Q025,"Q025,Q285,Q233",34-65 192 STREET,Queens,NY,11358,04/03/2019,04/03/2019,"(40.764884, -73.789365)","34-65 192 STREET
Queens, NY 11358
(40.76511198400004, -73.79003983799998)"
NYC DOE,Q207,Queens,Public School,123,No,0,0,0,123,Yes,01/24/2017,123,0,No,Yes,02/07/2017,http://schools.nyc.gov/schools/Q207,Q207,159-15 88 STREET,Queens,NY,11414,04/03/2019,04/03/2019,"(40.657736, -73.843881)","159-15 88 STREET
Queens, NY 11414
(40.65831430000003, -73.84446700899997)"
NYC DOE,R435,Richmond,Public School,182,No,0,0,0,182,Yes,02/08/2017,182,0,No,Yes,11/15/2018,http://schools.nyc.gov/schools/R440,"R440,R025,R721",465 NEW DORP LANE,Staten Island,NY,10306,04/03/2019,04/03/2019,"(40.570909, -74.105878)","465 NEW DORP LANE
Staten Island, NY 10306
(40.569161379000036, -74.10713337299995)"
NYC DOE,Q969,Queens,Public School,2,No,0,0,0,2,Yes,02/04/2017,2,0,No,Yes,02/14/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,162-02 HILLSIDE AVENUE,Queens,NY,11432,04/03/2019,04/03/2019,"(40.708204, -73.799532)","162-02 HILLSIDE AVENUE
Queens, NY 11432
(40.70854104600005, -73.79969125099996)"
PORT JEFFERSON UNION FREE SCHOOL,PORT JEFFERSON MS,Suffolk,Public School,52,No,13,0,0,35,Yes,04/20/2018,45,7,Yes,Yes,04/23/2018,http://www.portjeffschools.org/Search.aspx?m=lead,580206020002,320 OLD POST RD,PORT JEFFERSON,NY,11777,10/01/2018,10/01/2018,"(40.820237, -73.119032)","320 OLD POST RD
PORT JEFFERSON, NY 11777
(40.93819141600005, -73.07427060099997)"
NYC DOE,R973,Richmond,Public School,13,No,0,0,0,13,Yes,12/21/2016,13,0,No,Yes,01/05/2017,http://schools.nyc.gov/schools/R373,R373,91 HENDERSON AVENUE,Staten Island,NY,10301,04/03/2019,04/03/2019,"(40.64118, -74.095454)","91 HENDERSON AVENUE
Staten Island, NY 10301
(40.640725340000074, -74.09524381599994)"
POUGHKEEPSIE CITY SCHOOLS,EARLY LEARNING CENTER AT SMITH SCHOOL,Dutchess,Public School,44,No,0,0,0,44,Yes,09/17/2016,41,3,Yes,Yes,10/14/2016,www.poughkeepsieschools.org,131500010016,400 Church St.,POUGHKEEPSIE,NY,12603,01/31/2017,01/31/2017,"(41.686216, -73.840468)","400 Church St.
POUGHKEEPSIE, NY 12603
(41.69805848100003, -73.91200930199994)"
RAVENA COEYMANS SELKIRK CENTRAL SCHOOL DISTRICT,RAVENA MS,Albany,Public School,102,No,28,0,0,74,Yes,01/27/2017,102,0,No,Yes,01/31/2017,www.rcscsd.org,010402060008,RT 9W,RAVENA,NY,12143,09/20/2018,09/20/2018,"(42.678066, -73.814233)","RT 9W
RAVENA, NY 12143
(42.50401831500005, -73.82105684299995)"
NYC DOE,Q986,Queens,Public School,2,No,0,0,0,2,Yes,01/24/2017,2,0,No,Yes,01/27/2017,http://schools.nyc.gov/schools/Q096,Q096,130-01 ROCKAWAY BOULEVARD,Queens,NY,11420,04/03/2019,04/03/2019,"(40.675369, -73.808128)","130-01 ROCKAWAY BOULEVARD
Queens, NY 11420
(40.67494441700006, -73.80788708399996)"
ONTEORA CENTRAL SCHOOL,ONTEORA MS,Ulster,Public School,46,No,0,0,0,46,Yes,10/08/2016,36,10,Yes,Yes,11/18/2016,www.onteora.k12.ny.us,621201060006,4166 RT 28,BOICEVILLE,NY,12412,11/11/2016,12/23/2016,"(41.848374, -74.099412)","4166 RT 28
BOICEVILLE, NY 12412
(42.008563569000046, -74.26766845399999)"
